"temp","Points:0","Points:1","Points:2"
539.22,0,0.0004,0.0003456
539.23,2.6e-06,0.0004,0.0003456
539.29,5.2e-06,0.0004,0.0003456
540.1,7.8e-06,0.0004,0.0003456
540.91,1.04e-05,0.0004,0.0003456
541.72,1.3e-05,0.0004,0.0003456
542.72,1.56e-05,0.0004,0.0003456
544.32,1.82e-05,0.0004,0.0003456
545.93,2.08e-05,0.0004,0.0003456
547.54,2.34e-05,0.0004,0.0003456
549.45,2.6e-05,0.0004,0.0003456
551.85,2.86e-05,0.0004,0.0003456
554.24,3.12e-05,0.0004,0.0003456
556.63,3.38e-05,0.0004,0.0003456
559.44,3.64e-05,0.0004,0.0003456
562.6,3.9e-05,0.0004,0.0003456
565.76,4.16e-05,0.0004,0.0003456
568.92,4.42e-05,0.0004,0.0003456
572.58,4.68e-05,0.0004,0.0003456
576.48,4.94e-05,0.0004,0.0003456
580.38,5.2e-05,0.0004,0.0003456
584.27,5.46e-05,0.0004,0.0003456
588.76,5.72e-05,0.0004,0.0003456
593.36,5.98e-05,0.0004,0.0003456
597.96,6.24e-05,0.0004,0.0003456
602.56,6.5e-05,0.0004,0.0003456
607.83,6.76e-05,0.0004,0.0003456
613.09,7.02e-05,0.0004,0.0003456
618.36,7.28e-05,0.0004,0.0003456
623.72,7.54e-05,0.0004,0.0003456
629.6,7.8e-05,0.0004,0.0003456
635.48,8.06e-05,0.0004,0.0003456
641.36,8.32e-05,0.0004,0.0003456
647.42,8.58e-05,0.0004,0.0003456
653.87,8.84e-05,0.0004,0.0003456
660.32,9.1e-05,0.0004,0.0003456
666.77,9.36e-05,0.0004,0.0003456
673.45,9.62e-05,0.0004,0.0003456
680.41,9.88e-05,0.0004,0.0003456
687.37,0.0001014,0.0004,0.0003456
694.33,0.000104,0.0004,0.0003456
701.56,0.0001066,0.0004,0.0003456
708.97,0.0001092,0.0004,0.0003456
716.38,0.0001118,0.0004,0.0003456
723.78,0.0001144,0.0004,0.0003456
731.48,0.000117,0.0004,0.0003456
739.27,0.0001196,0.0004,0.0003456
747.06,0.0001222,0.0004,0.0003456
754.85,0.0001248,0.0004,0.0003456
762.93,0.0001274,0.0004,0.0003456
771.03,0.00013,0.0004,0.0003456
779.13,0.0001326,0.0004,0.0003456
787.25,0.0001352,0.0004,0.0003456
795.59,0.0001378,0.0004,0.0003456
803.94,0.0001404,0.0004,0.0003456
812.28,0.000143,0.0004,0.0003456
820.66,0.0001456,0.0004,0.0003456
829.18,0.0001482,0.0004,0.0003456
837.69,0.0001508,0.0004,0.0003456
846.21,0.0001534,0.0004,0.0003456
854.76,0.000156,0.0004,0.0003456
863.37,0.0001586,0.0004,0.0003456
871.98,0.0001612,0.0004,0.0003456
880.6,0.0001638,0.0004,0.0003456
889.22,0.0001664,0.0004,0.0003456
897.86,0.000169,0.0004,0.0003456
906.5,0.0001716,0.0004,0.0003456
915.14,0.0001742,0.0004,0.0003456
923.76,0.0001768,0.0004,0.0003456
932.35,0.0001794,0.0004,0.0003456
940.95,0.000182,0.0004,0.0003456
949.55,0.0001846,0.0004,0.0003456
958.06,0.0001872,0.0004,0.0003456
966.55,0.0001898,0.0004,0.0003456
975.05,0.0001924,0.0004,0.0003456
983.54,0.000195,0.0004,0.0003456
991.87,0.0001976,0.0004,0.0003456
1000.2,0.0002002,0.0004,0.0003456
1008.5,0.0002028,0.0004,0.0003456
1016.8,0.0002054,0.0004,0.0003456
1024.9,0.000208,0.0004,0.0003456
1033,0.0002106,0.0004,0.0003456
1041.1,0.0002132,0.0004,0.0003456
1049.1,0.0002158,0.0004,0.0003456
1057,0.0002184,0.0004,0.0003456
1064.8,0.000221,0.0004,0.0003456
1072.6,0.0002236,0.0004,0.0003456
1080.3,0.0002262,0.0004,0.0003456
1087.9,0.0002288,0.0004,0.0003456
1095.4,0.0002314,0.0004,0.0003456
1102.9,0.000234,0.0004,0.0003456
1110.2,0.0002366,0.0004,0.0003456
1117.4,0.0002392,0.0004,0.0003456
1124.6,0.0002418,0.0004,0.0003456
1131.7,0.0002444,0.0004,0.0003456
1138.6,0.000247,0.0004,0.0003456
1145.4,0.0002496,0.0004,0.0003456
1152.2,0.0002522,0.0004,0.0003456
1159.1,0.0002548,0.0004,0.0003456
1165.5,0.0002574,0.0004,0.0003456
1171.9,0.00026,0.0004,0.0003456
1178.4,0.0002626,0.0004,0.0003456
1184.7,0.0002652,0.0004,0.0003456
1190.8,0.0002678,0.0004,0.0003456
1196.8,0.0002704,0.0004,0.0003456
1202.8,0.000273,0.0004,0.0003456
1208.8,0.0002756,0.0004,0.0003456
1214.4,0.0002782,0.0004,0.0003456
1220,0.0002808,0.0004,0.0003456
1225.7,0.0002834,0.0004,0.0003456
1231.2,0.000286,0.0004,0.0003456
1236.4,0.0002886,0.0004,0.0003456
1241.6,0.0002912,0.0004,0.0003456
1246.9,0.0002938,0.0004,0.0003456
1251.9,0.0002964,0.0004,0.0003456
1256.8,0.000299,0.0004,0.0003456
1261.6,0.0003016,0.0004,0.0003456
1266.5,0.0003042,0.0004,0.0003456
1271,0.0003068,0.0004,0.0003456
1275.5,0.0003094,0.0004,0.0003456
1280,0.000312,0.0004,0.0003456
1284.5,0.0003146,0.0004,0.0003456
1288.6,0.0003172,0.0004,0.0003456
1292.7,0.0003198,0.0004,0.0003456
1296.8,0.0003224,0.0004,0.0003456
1300.9,0.000325,0.0004,0.0003456
1304.7,0.0003276,0.0004,0.0003456
1308.5,0.0003302,0.0004,0.0003456
1312.2,0.0003328,0.0004,0.0003456
1315.9,0.0003354,0.0004,0.0003456
1319.4,0.000338,0.0004,0.0003456
1322.8,0.0003406,0.0004,0.0003456
1326.3,0.0003432,0.0004,0.0003456
1329.6,0.0003458,0.0004,0.0003456
1332.8,0.0003484,0.0004,0.0003456
1335.9,0.000351,0.0004,0.0003456
1339,0.0003536,0.0004,0.0003456
1342.1,0.0003562,0.0004,0.0003456
1344.9,0.0003588,0.0004,0.0003456
1347.8,0.0003614,0.0004,0.0003456
1350.7,0.000364,0.0004,0.0003456
1353.4,0.0003666,0.0004,0.0003456
1356,0.0003692,0.0004,0.0003456
1358.7,0.0003718,0.0004,0.0003456
1361.3,0.0003744,0.0004,0.0003456
1363.8,0.000377,0.0004,0.0003456
1366.2,0.0003796,0.0004,0.0003456
1368.6,0.0003822,0.0004,0.0003456
1371,0.0003848,0.0004,0.0003456
1373.2,0.0003874,0.0004,0.0003456
1375.4,0.00039,0.0004,0.0003456
1377.7,0.0003926,0.0004,0.0003456
1379.9,0.0003952,0.0004,0.0003456
1381.9,0.0003978,0.0004,0.0003456
1384,0.0004004,0.0004,0.0003456
1386,0.000403,0.0004,0.0003456
1388,0.0004056,0.0004,0.0003456
1389.9,0.0004082,0.0004,0.0003456
1391.8,0.0004108,0.0004,0.0003456
1393.7,0.0004134,0.0004,0.0003456
1395.5,0.000416,0.0004,0.0003456
1397.3,0.0004186,0.0004,0.0003456
1399.1,0.0004212,0.0004,0.0003456
1400.8,0.0004238,0.0004,0.0003456
1402.5,0.0004264,0.0004,0.0003456
1404.2,0.000429,0.0004,0.0003456
1405.8,0.0004316,0.0004,0.0003456
1407.5,0.0004342,0.0004,0.0003456
1409.1,0.0004368,0.0004,0.0003456
1410.6,0.0004394,0.0004,0.0003456
1412.2,0.000442,0.0004,0.0003456
1413.8,0.0004446,0.0004,0.0003456
1415.2,0.0004472,0.0004,0.0003456
1416.7,0.0004498,0.0004,0.0003456
1418.2,0.0004524,0.0004,0.0003456
1419.7,0.000455,0.0004,0.0003456
1421.1,0.0004576,0.0004,0.0003456
1422.5,0.0004602,0.0004,0.0003456
1423.9,0.0004628,0.0004,0.0003456
1425.3,0.0004654,0.0004,0.0003456
1426.6,0.000468,0.0004,0.0003456
1427.9,0.0004706,0.0004,0.0003456
1429.3,0.0004732,0.0004,0.0003456
1430.6,0.0004758,0.0004,0.0003456
1431.9,0.0004784,0.0004,0.0003456
1433.2,0.000481,0.0004,0.0003456
1434.5,0.0004836,0.0004,0.0003456
1435.8,0.0004862,0.0004,0.0003456
1437,0.0004888,0.0004,0.0003456
1438.3,0.0004914,0.0004,0.0003456
1439.5,0.000494,0.0004,0.0003456
1440.8,0.0004966,0.0004,0.0003456
1442,0.0004992,0.0004,0.0003456
1443.2,0.0005018,0.0004,0.0003456
1444.4,0.0005044,0.0004,0.0003456
1445.6,0.000507,0.0004,0.0003456
1446.8,0.0005096,0.0004,0.0003456
1448,0.0005122,0.0004,0.0003456
1449.2,0.0005148,0.0004,0.0003456
1450.4,0.0005174,0.0004,0.0003456
1451.6,0.00052,0.0004,0.0003456
1452.8,0.0005226,0.0004,0.0003456
1453.9,0.0005252,0.0004,0.0003456
1455.1,0.0005278,0.0004,0.0003456
1456.3,0.0005304,0.0004,0.0003456
1457.4,0.000533,0.0004,0.0003456
1458.6,0.0005356,0.0004,0.0003456
1459.7,0.0005382,0.0004,0.0003456
1460.9,0.0005408,0.0004,0.0003456
1462.1,0.0005434,0.0004,0.0003456
1463.2,0.000546,0.0004,0.0003456
1464.4,0.0005486,0.0004,0.0003456
1465.5,0.0005512,0.0004,0.0003456
1466.7,0.0005538,0.0004,0.0003456
1467.8,0.0005564,0.0004,0.0003456
1469,0.000559,0.0004,0.0003456
1470.1,0.0005616,0.0004,0.0003456
1471.3,0.0005642,0.0004,0.0003456
1472.4,0.0005668,0.0004,0.0003456
1473.5,0.0005694,0.0004,0.0003456
1474.7,0.000572,0.0004,0.0003456
1475.8,0.0005746,0.0004,0.0003456
1477,0.0005772,0.0004,0.0003456
1478.1,0.0005798,0.0004,0.0003456
1479.2,0.0005824,0.0004,0.0003456
1480.4,0.000585,0.0004,0.0003456
1481.5,0.0005876,0.0004,0.0003456
1482.6,0.0005902,0.0004,0.0003456
1483.8,0.0005928,0.0004,0.0003456
1484.9,0.0005954,0.0004,0.0003456
1486,0.000598,0.0004,0.0003456
1487.2,0.0006006,0.0004,0.0003456
1488.3,0.0006032,0.0004,0.0003456
1489.4,0.0006058,0.0004,0.0003456
1490.6,0.0006084,0.0004,0.0003456
1491.7,0.000611,0.0004,0.0003456
1492.8,0.0006136,0.0004,0.0003456
1493.9,0.0006162,0.0004,0.0003456
1495.1,0.0006188,0.0004,0.0003456
1496.2,0.0006214,0.0004,0.0003456
1497.3,0.000624,0.0004,0.0003456
1498.5,0.0006266,0.0004,0.0003456
1499.6,0.0006292,0.0004,0.0003456
1500.8,0.0006318,0.0004,0.0003456
1501.9,0.0006344,0.0004,0.0003456
1503,0.000637,0.0004,0.0003456
1504.2,0.0006396,0.0004,0.0003456
1505.3,0.0006422,0.0004,0.0003456
1506.5,0.0006448,0.0004,0.0003456
1507.6,0.0006474,0.0004,0.0003456
1508.7,0.00065,0.0004,0.0003456
1509.9,0.0006526,0.0004,0.0003456
1511,0.0006552,0.0004,0.0003456
1512.2,0.0006578,0.0004,0.0003456
1513.3,0.0006604,0.0004,0.0003456
1514.5,0.000663,0.0004,0.0003456
1515.6,0.0006656,0.0004,0.0003456
1516.8,0.0006682,0.0004,0.0003456
1517.9,0.0006708,0.0004,0.0003456
1519.1,0.0006734,0.0004,0.0003456
1520.2,0.000676,0.0004,0.0003456
1521.4,0.0006786,0.0004,0.0003456
1522.5,0.0006812,0.0004,0.0003456
1523.7,0.0006838,0.0004,0.0003456
1524.8,0.0006864,0.0004,0.0003456
1526,0.000689,0.0004,0.0003456
1527.1,0.0006916,0.0004,0.0003456
1528.3,0.0006942,0.0004,0.0003456
1529.4,0.0006968,0.0004,0.0003456
1530.6,0.0006994,0.0004,0.0003456
1531.7,0.000702,0.0004,0.0003456
1532.9,0.0007046,0.0004,0.0003456
1534,0.0007072,0.0004,0.0003456
1535.2,0.0007098,0.0004,0.0003456
1536.3,0.0007124,0.0004,0.0003456
1537.5,0.000715,0.0004,0.0003456
1538.6,0.0007176,0.0004,0.0003456
1539.8,0.0007202,0.0004,0.0003456
1540.9,0.0007228,0.0004,0.0003456
1542.1,0.0007254,0.0004,0.0003456
1543.2,0.000728,0.0004,0.0003456
1544.4,0.0007306,0.0004,0.0003456
1545.6,0.0007332,0.0004,0.0003456
1546.7,0.0007358,0.0004,0.0003456
1547.9,0.0007384,0.0004,0.0003456
1549,0.000741,0.0004,0.0003456
1550.2,0.0007436,0.0004,0.0003456
1551.3,0.0007462,0.0004,0.0003456
1552.5,0.0007488,0.0004,0.0003456
1553.7,0.0007514,0.0004,0.0003456
1554.8,0.000754,0.0004,0.0003456
1556,0.0007566,0.0004,0.0003456
1557.1,0.0007592,0.0004,0.0003456
1558.3,0.0007618,0.0004,0.0003456
1559.4,0.0007644,0.0004,0.0003456
1560.6,0.000767,0.0004,0.0003456
1561.8,0.0007696,0.0004,0.0003456
1562.9,0.0007722,0.0004,0.0003456
1564.1,0.0007748,0.0004,0.0003456
1565.2,0.0007774,0.0004,0.0003456
1566.4,0.00078,0.0004,0.0003456
1567.5,0.0007826,0.0004,0.0003456
1568.7,0.0007852,0.0004,0.0003456
1569.9,0.0007878,0.0004,0.0003456
1571,0.0007904,0.0004,0.0003456
1572.2,0.000793,0.0004,0.0003456
1573.3,0.0007956,0.0004,0.0003456
1574.5,0.0007982,0.0004,0.0003456
1575.6,0.0008008,0.0004,0.0003456
1576.8,0.0008034,0.0004,0.0003456
1577.9,0.000806,0.0004,0.0003456
1579,0.0008086,0.0004,0.0003456
1580.2,0.0008112,0.0004,0.0003456
1581.3,0.0008138,0.0004,0.0003456
1582.5,0.0008164,0.0004,0.0003456
1583.6,0.000819,0.0004,0.0003456
1584.7,0.0008216,0.0004,0.0003456
1585.9,0.0008242,0.0004,0.0003456
1587,0.0008268,0.0004,0.0003456
1588.1,0.0008294,0.0004,0.0003456
1589.2,0.000832,0.0004,0.0003456
1590.3,0.0008346,0.0004,0.0003456
1591.4,0.0008372,0.0004,0.0003456
1592.5,0.0008398,0.0004,0.0003456
1593.6,0.0008424,0.0004,0.0003456
1594.7,0.000845,0.0004,0.0003456
1595.8,0.0008476,0.0004,0.0003456
1596.9,0.0008502,0.0004,0.0003456
1598,0.0008528,0.0004,0.0003456
1599,0.0008554,0.0004,0.0003456
1600.1,0.000858,0.0004,0.0003456
1601.1,0.0008606,0.0004,0.0003456
1602.2,0.0008632,0.0004,0.0003456
1603.2,0.0008658,0.0004,0.0003456
1604.2,0.0008684,0.0004,0.0003456
1605.2,0.000871,0.0004,0.0003456
1606.2,0.0008736,0.0004,0.0003456
1607.1,0.0008762,0.0004,0.0003456
1608,0.0008788,0.0004,0.0003456
1608.9,0.0008814,0.0004,0.0003456
1609.8,0.000884,0.0004,0.0003456
1610.6,0.0008866,0.0004,0.0003456
1611.5,0.0008892,0.0004,0.0003456
1612.4,0.0008918,0.0004,0.0003456
1613.3,0.0008944,0.0004,0.0003456
1614.2,0.000897,0.0004,0.0003456
1615.1,0.0008996,0.0004,0.0003456
1616,0.0009022,0.0004,0.0003456
1616.9,0.0009048,0.0004,0.0003456
1618,0.0009074,0.0004,0.0003456
1619,0.00091,0.0004,0.0003456
1620,0.0009126,0.0004,0.0003456
1621.1,0.0009152,0.0004,0.0003456
1622.1,0.0009178,0.0004,0.0003456
1623.2,0.0009204,0.0004,0.0003456
1624.3,0.000923,0.0004,0.0003456
1625.3,0.0009256,0.0004,0.0003456
1626.4,0.0009282,0.0004,0.0003456
1627.5,0.0009308,0.0004,0.0003456
1628.6,0.0009334,0.0004,0.0003456
1629.8,0.000936,0.0004,0.0003456
