"temp","Points:0","Points:1","Points:2"
476.22,0,0.0004,0.0003456
476.22,2.6e-06,0.0004,0.0003456
476.26,5.2e-06,0.0004,0.0003456
476.77,7.8e-06,0.0004,0.0003456
477.28,1.04e-05,0.0004,0.0003456
477.79,1.3e-05,0.0004,0.0003456
478.41,1.56e-05,0.0004,0.0003456
479.42,1.82e-05,0.0004,0.0003456
480.44,2.08e-05,0.0004,0.0003456
481.45,2.34e-05,0.0004,0.0003456
482.65,2.6e-05,0.0004,0.0003456
484.16,2.86e-05,0.0004,0.0003456
485.66,3.12e-05,0.0004,0.0003456
487.17,3.38e-05,0.0004,0.0003456
488.94,3.64e-05,0.0004,0.0003456
490.93,3.9e-05,0.0004,0.0003456
492.92,4.16e-05,0.0004,0.0003456
494.91,4.42e-05,0.0004,0.0003456
497.22,4.68e-05,0.0004,0.0003456
499.68,4.94e-05,0.0004,0.0003456
502.13,5.2e-05,0.0004,0.0003456
504.59,5.46e-05,0.0004,0.0003456
507.42,5.72e-05,0.0004,0.0003456
510.32,5.98e-05,0.0004,0.0003456
513.23,6.24e-05,0.0004,0.0003456
516.13,6.5e-05,0.0004,0.0003456
519.45,6.76e-05,0.0004,0.0003456
522.77,7.02e-05,0.0004,0.0003456
526.09,7.28e-05,0.0004,0.0003456
529.47,7.54e-05,0.0004,0.0003456
533.18,7.8e-05,0.0004,0.0003456
536.89,8.06e-05,0.0004,0.0003456
540.6,8.32e-05,0.0004,0.0003456
544.41,8.58e-05,0.0004,0.0003456
548.48,8.84e-05,0.0004,0.0003456
552.55,9.1e-05,0.0004,0.0003456
556.61,9.36e-05,0.0004,0.0003456
560.83,9.62e-05,0.0004,0.0003456
565.22,9.88e-05,0.0004,0.0003456
569.61,0.0001014,0.0004,0.0003456
574,0.000104,0.0004,0.0003456
578.56,0.0001066,0.0004,0.0003456
583.24,0.0001092,0.0004,0.0003456
587.92,0.0001118,0.0004,0.0003456
592.6,0.0001144,0.0004,0.0003456
597.47,0.000117,0.0004,0.0003456
602.4,0.0001196,0.0004,0.0003456
