"temp","Points:0","Points:1","Points:2"
758.43,0,0.0004,0.0003475
758.54,4.425e-06,0.0004,0.0003475
758.86,8.85e-06,0.0004,0.0003475
759.41,1.3275e-05,0.0004,0.0003475
760.17,1.77e-05,0.0004,0.0003475
761.18,2.2125e-05,0.0004,0.0003475
762.41,2.655e-05,0.0004,0.0003475
763.85,3.0975e-05,0.0004,0.0003475
765.51,3.54e-05,0.0004,0.0003475
767.38,3.9825e-05,0.0004,0.0003475
769.46,4.425e-05,0.0004,0.0003475
771.75,4.8675e-05,0.0004,0.0003475
774.24,5.31e-05,0.0004,0.0003475
776.93,5.7525e-05,0.0004,0.0003475
779.85,6.195e-05,0.0004,0.0003475
782.97,6.6375e-05,0.0004,0.0003475
786.28,7.08e-05,0.0004,0.0003475
789.78,7.5225e-05,0.0004,0.0003475
793.46,7.965e-05,0.0004,0.0003475
797.32,8.4075e-05,0.0004,0.0003475
801.36,8.85e-05,0.0004,0.0003475
805.57,9.2925e-05,0.0004,0.0003475
809.96,9.735e-05,0.0004,0.0003475
814.53,0.00010177,0.0004,0.0003475
819.25,0.0001062,0.0004,0.0003475
824.13,0.00011062,0.0004,0.0003475
829.15,0.00011505,0.0004,0.0003475
834.32,0.00011948,0.0004,0.0003475
839.62,0.0001239,0.0004,0.0003475
845.05,0.00012833,0.0004,0.0003475
850.62,0.00013275,0.0004,0.0003475
856.31,0.00013717,0.0004,0.0003475
862.13,0.0001416,0.0004,0.0003475
868.05,0.00014603,0.0004,0.0003475
874.08,0.00015045,0.0004,0.0003475
880.2,0.00015488,0.0004,0.0003475
886.42,0.0001593,0.0004,0.0003475
892.73,0.00016372,0.0004,0.0003475
899.11,0.00016815,0.0004,0.0003475
905.57,0.00017258,0.0004,0.0003475
912.11,0.000177,0.0004,0.0003475
918.71,0.00018142,0.0004,0.0003475
925.37,0.00018585,0.0004,0.0003475
932.07,0.00019027,0.0004,0.0003475
938.83,0.0001947,0.0004,0.0003475
945.62,0.00019913,0.0004,0.0003475
952.45,0.00020355,0.0004,0.0003475
959.3,0.00020797,0.0004,0.0003475
966.18,0.0002124,0.0004,0.0003475
973.08,0.00021683,0.0004,0.0003475
980,0.00022125,0.0004,0.0003475
986.91,0.00022568,0.0004,0.0003475
993.83,0.0002301,0.0004,0.0003475
1000.7,0.00023452,0.0004,0.0003475
1007.7,0.00023895,0.0004,0.0003475
1014.6,0.00024338,0.0004,0.0003475
1021.4,0.0002478,0.0004,0.0003475
1028.3,0.00025222,0.0004,0.0003475
1035.1,0.00025665,0.0004,0.0003475
1041.9,0.00026108,0.0004,0.0003475
1048.7,0.0002655,0.0004,0.0003475
1055.4,0.00026992,0.0004,0.0003475
1062.1,0.00027435,0.0004,0.0003475
1068.7,0.00027877,0.0004,0.0003475
1075.3,0.0002832,0.0004,0.0003475
1081.8,0.00028763,0.0004,0.0003475
1088.3,0.00029205,0.0004,0.0003475
1094.7,0.00029647,0.0004,0.0003475
1101,0.0003009,0.0004,0.0003475
1107.3,0.00030532,0.0004,0.0003475
1113.5,0.00030975,0.0004,0.0003475
1119.6,0.00031418,0.0004,0.0003475
1125.6,0.0003186,0.0004,0.0003475
1131.6,0.00032302,0.0004,0.0003475
1137.5,0.00032745,0.0004,0.0003475
1143.3,0.00033187,0.0004,0.0003475
1149.1,0.0003363,0.0004,0.0003475
1154.7,0.00034073,0.0004,0.0003475
1160.3,0.00034515,0.0004,0.0003475
1165.8,0.00034958,0.0004,0.0003475
1171.2,0.000354,0.0004,0.0003475
1176.5,0.00035842,0.0004,0.0003475
1181.7,0.00036285,0.0004,0.0003475
1186.8,0.00036728,0.0004,0.0003475
1191.8,0.0003717,0.0004,0.0003475
1196.7,0.00037613,0.0004,0.0003475
1201.5,0.00038055,0.0004,0.0003475
1206.2,0.00038497,0.0004,0.0003475
1210.7,0.0003894,0.0004,0.0003475
1215.2,0.00039383,0.0004,0.0003475
1219.5,0.00039825,0.0004,0.0003475
1223.9,0.00040268,0.0004,0.0003475
1228.2,0.0004071,0.0004,0.0003475
1232.6,0.00041152,0.0004,0.0003475
1236.8,0.00041595,0.0004,0.0003475
1240.9,0.00042037,0.0004,0.0003475
1245,0.0004248,0.0004,0.0003475
1248.9,0.00042923,0.0004,0.0003475
1252.7,0.00043365,0.0004,0.0003475
1256.4,0.00043807,0.0004,0.0003475
1260,0.0004425,0.0004,0.0003475
1263.5,0.00044692,0.0004,0.0003475
1266.9,0.00045135,0.0004,0.0003475
1270.2,0.00045578,0.0004,0.0003475
1273.5,0.0004602,0.0004,0.0003475
1276.7,0.00046462,0.0004,0.0003475
1279.8,0.00046905,0.0004,0.0003475
1282.8,0.00047347,0.0004,0.0003475
1285.8,0.0004779,0.0004,0.0003475
1288.7,0.00048233,0.0004,0.0003475
1291.5,0.00048675,0.0004,0.0003475
1294.2,0.00049117,0.0004,0.0003475
1296.9,0.0004956,0.0004,0.0003475
1299.5,0.00050002,0.0004,0.0003475
1302,0.00050445,0.0004,0.0003475
1304.5,0.00050888,0.0004,0.0003475
1306.9,0.0005133,0.0004,0.0003475
1309.2,0.00051773,0.0004,0.0003475
1311.5,0.00052215,0.0004,0.0003475
1313.7,0.00052658,0.0004,0.0003475
1315.9,0.000531,0.0004,0.0003475
1318,0.00053542,0.0004,0.0003475
1320.1,0.00053985,0.0004,0.0003475
1322.1,0.00054427,0.0004,0.0003475
1324,0.0005487,0.0004,0.0003475
1325.9,0.00055312,0.0004,0.0003475
1327.8,0.00055755,0.0004,0.0003475
1329.6,0.00056198,0.0004,0.0003475
1331.4,0.0005664,0.0004,0.0003475
1333.1,0.00057083,0.0004,0.0003475
1334.7,0.00057525,0.0004,0.0003475
1336.4,0.00057968,0.0004,0.0003475
1338,0.0005841,0.0004,0.0003475
1339.5,0.00058853,0.0004,0.0003475
1341.1,0.00059295,0.0004,0.0003475
1342.5,0.00059737,0.0004,0.0003475
1344,0.0006018,0.0004,0.0003475
1345.4,0.00060622,0.0004,0.0003475
1346.8,0.00061065,0.0004,0.0003475
1348.1,0.00061507,0.0004,0.0003475
1349.5,0.0006195,0.0004,0.0003475
1350.8,0.00062393,0.0004,0.0003475
1352,0.00062835,0.0004,0.0003475
1353.3,0.00063278,0.0004,0.0003475
1354.5,0.0006372,0.0004,0.0003475
1355.7,0.00064163,0.0004,0.0003475
1356.8,0.00064605,0.0004,0.0003475
1358,0.00065047,0.0004,0.0003475
1359.1,0.0006549,0.0004,0.0003475
1360.2,0.00065932,0.0004,0.0003475
1361.2,0.00066375,0.0004,0.0003475
1362.3,0.00066817,0.0004,0.0003475
1363.3,0.0006726,0.0004,0.0003475
1364.3,0.00067703,0.0004,0.0003475
1365.2,0.00068145,0.0004,0.0003475
