"temp","mpPhase","mpLiqPhase","vtkGhostType","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
536.05,0,0,0,1,0,0,0.0004,0.000345
536.35,0,0,0,1,2.6e-06,2.6e-06,0.0004,0.000345
536.75,0,0,0,1,5.2e-06,5.2e-06,0.0004,0.000345
538.45,0,0,0,1,7.8e-06,7.8e-06,0.0004,0.000345
540.14,0,0,0,1,1.04e-05,1.04e-05,0.0004,0.000345
541.84,0,0,0,1,1.3e-05,1.3e-05,0.0004,0.000345
543.88,0,0,0,1,1.56e-05,1.56e-05,0.0004,0.000345
547.09,0,0,0,1,1.82e-05,1.82e-05,0.0004,0.000345
550.29,0,0,0,1,2.08e-05,2.08e-05,0.0004,0.000345
553.5,0,0,0,1,2.34e-05,2.34e-05,0.0004,0.000345
557.32,0,0,0,1,2.6e-05,2.6e-05,0.0004,0.000345
562.13,0,0,0,1,2.86e-05,2.86e-05,0.0004,0.000345
566.93,0,0,0,1,3.12e-05,3.12e-05,0.0004,0.000345
571.73,0,0,0,1,3.38e-05,3.38e-05,0.0004,0.000345
577.28,0,0,0,1,3.64e-05,3.64e-05,0.0004,0.000345
583.48,0,0,0,1,3.9e-05,3.9e-05,0.0004,0.000345
589.67,0,0,0,1,4.16e-05,4.16e-05,0.0004,0.000345
595.86,0,0,0,1,4.42e-05,4.42e-05,0.0004,0.000345
602.98,0,0,0,1,4.68e-05,4.68e-05,0.0004,0.000345
610.52,0,0,0,1,4.94e-05,4.94e-05,0.0004,0.000345
618.05,0,0,0,1,5.2e-05,5.2e-05,0.0004,0.000345
625.59,0,0,0,1,5.46e-05,5.46e-05,0.0004,0.000345
634.17,0,0,0,1,5.72e-05,5.72e-05,0.0004,0.000345
642.95,0,0,0,1,5.98e-05,5.98e-05,0.0004,0.000345
651.72,0,0,0,1,6.24e-05,6.24e-05,0.0004,0.000345
660.5,0,0,0,1,6.5e-05,6.5e-05,0.0004,0.000345
670.26,0,0,0,1,6.76e-05,6.76e-05,0.0004,0.000345
680.02,0,0,0,1,7.02e-05,7.02e-05,0.0004,0.000345
689.79,0,0,0,1,7.28e-05,7.28e-05,0.0004,0.000345
699.64,0,0,0,1,7.54e-05,7.54e-05,0.0004,0.000345
710.03,0,0,0,1,7.8e-05,7.8e-05,0.0004,0.000345
720.42,0,0,0,1,8.06e-05,8.06e-05,0.0004,0.000345
730.81,0,0,0,1,8.32e-05,8.32e-05,0.0004,0.000345
741.44,0,0,0,1,8.58e-05,8.58e-05,0.0004,0.000345
752.59,0,0,0,1,8.84e-05,8.84e-05,0.0004,0.000345
763.74,0,0,0,1,9.1e-05,9.1e-05,0.0004,0.000345
774.89,0,0,0,1,9.36e-05,9.36e-05,0.0004,0.000345
786.85,0,0,0,1,9.62e-05,9.62e-05,0.0004,0.000345
799.74,0,0,0,1,9.88e-05,9.88e-05,0.0004,0.000345
812.64,0,0,0,1,0.0001014,0.0001014,0.0004,0.000345
825.53,0,0,0,1,0.000104,0.000104,0.0004,0.000345
839.25,0,0,0,1,0.0001066,0.0001066,0.0004,0.000345
853.49,0,0,0,1,0.0001092,0.0001092,0.0004,0.000345
867.73,0,0,0,1,0.0001118,0.0001118,0.0004,0.000345
881.96,0,0,0,1,0.0001144,0.0001144,0.0004,0.000345
896.7,0,0,0,1,0.000117,0.000117,0.0004,0.000345
911.58,0,0,0,1,0.0001196,0.0001196,0.0004,0.000345
926.47,0,0,0,1,0.0001222,0.0001222,0.0004,0.000345
941.35,0,0,0,1,0.0001248,0.0001248,0.0004,0.000345
956.5,0.24,0.24,0,1,0.0001274,0.0001274,0.0004,0.000345
971.66,0.5,0.5,0,1,0.00013,0.00013,0.0004,0.000345
986.83,0.76,0.76,0,1,0.0001326,0.0001326,0.0004,0.000345
1002,1,1,0,1,0.0001352,0.0001352,0.0004,0.000345
1017.3,1,1,0,1,0.0001378,0.0001378,0.0004,0.000345
1032.5,1,1,0,1,0.0001404,0.0001404,0.0004,0.000345
1047.8,1,1,0,1,0.000143,0.000143,0.0004,0.000345
1063,1,1,0,1,0.0001456,0.0001456,0.0004,0.000345
1078.4,1,1,0,1,0.0001482,0.0001482,0.0004,0.000345
1093.7,1,1,0,1,0.0001508,0.0001508,0.0004,0.000345
1109,1,1,0,1,0.0001534,0.0001534,0.0004,0.000345
1124.5,1,1,0,1,0.000156,0.000156,0.0004,0.000345
1140.2,1,1,0,1,0.0001586,0.0001586,0.0004,0.000345
1156,1,1,0,1,0.0001612,0.0001612,0.0004,0.000345
1171.7,1,1,0,1,0.0001638,0.0001638,0.0004,0.000345
1187.7,1,1,0,1,0.0001664,0.0001664,0.0004,0.000345
1203.9,1,1,0,1,0.000169,0.000169,0.0004,0.000345
1220.1,1,1,0,1,0.0001716,0.0001716,0.0004,0.000345
1236.3,1,1,0,1,0.0001742,0.0001742,0.0004,0.000345
1253.4,1,1,0,1,0.0001768,0.0001768,0.0004,0.000345
1271,1,1,0,1,0.0001794,0.0001794,0.0004,0.000345
1288.5,1,1,0,1,0.000182,0.000182,0.0004,0.000345
1306,1,1,0,1,0.0001846,0.0001846,0.0004,0.000345
1322,1,1,0,1,0.0001872,0.0001872,0.0004,0.000345
1337.8,1,1,0,1,0.0001898,0.0001898,0.0004,0.000345
1353.5,1,1,0,1,0.0001924,0.0001924,0.0004,0.000345
1369.3,1,1,0,1,0.000195,0.000195,0.0004,0.000345
1383.3,1,1,0,1,0.0001976,0.0001976,0.0004,0.000345
1397.3,1,1,0,1,0.0002002,0.0002002,0.0004,0.000345
1411.2,1,1,0,1,0.0002028,0.0002028,0.0004,0.000345
1425,1,1,0,1,0.0002054,0.0002054,0.0004,0.000345
1437.7,1,1,0,1,0.000208,0.000208,0.0004,0.000345
1450.3,1,1,0,1,0.0002106,0.0002106,0.0004,0.000345
1463,1,1,0,1,0.0002132,0.0002132,0.0004,0.000345
1475.3,1,1,0,1,0.0002158,0.0002158,0.0004,0.000345
1486.7,1,1,0,1,0.0002184,0.0002184,0.0004,0.000345
1498.1,1,1,0,1,0.000221,0.000221,0.0004,0.000345
1509.6,1,1,0,1,0.0002236,0.0002236,0.0004,0.000345
1520.4,1,1,0,1,0.0002262,0.0002262,0.0004,0.000345
1530.6,1,1,0,1,0.0002288,0.0002288,0.0004,0.000345
1540.7,1,1,0,1,0.0002314,0.0002314,0.0004,0.000345
1550.9,1,1,0,1,0.000234,0.000234,0.0004,0.000345
1560.6,1,1,0,1,0.0002366,0.0002366,0.0004,0.000345
1570,1,1,0,1,0.0002392,0.0002392,0.0004,0.000345
1579.4,1,1,0,1,0.0002418,0.0002418,0.0004,0.000345
1588.8,1,1,0,1,0.0002444,0.0002444,0.0004,0.000345
1596.2,1,1,0,1,0.000247,0.000247,0.0004,0.000345
1603,1,1,0,1,0.0002496,0.0002496,0.0004,0.000345
1609.8,1,1,0,1,0.0002522,0.0002522,0.0004,0.000345
1616.6,1,1,0,1,0.0002548,0.0002548,0.0004,0.000345
1621.9,1,1,0,1,0.0002574,0.0002574,0.0004,0.000345
1627.2,1,1,0,1,0.00026,0.00026,0.0004,0.000345
1632.4,1,1,0,1,0.0002626,0.0002626,0.0004,0.000345
1637.6,1,1,0,1,0.0002652,0.0002652,0.0004,0.000345
1642.7,1,1,0,1,0.0002678,0.0002678,0.0004,0.000345
1647.7,1,1,0,1,0.0002704,0.0002704,0.0004,0.000345
1652.8,1,1,0,1,0.000273,0.000273,0.0004,0.000345
1657.8,1,1,0,1,0.0002756,0.0002756,0.0004,0.000345
1662.8,1,1,0,1,0.0002782,0.0002782,0.0004,0.000345
1667.7,1,1,0,1,0.0002808,0.0002808,0.0004,0.000345
1672.6,1,1,0,1,0.0002834,0.0002834,0.0004,0.000345
1677.4,1,1,0,1,0.000286,0.000286,0.0004,0.000345
1682.1,1,1,0,1,0.0002886,0.0002886,0.0004,0.000345
1686.7,1,1,0,1,0.0002912,0.0002912,0.0004,0.000345
1691.4,1,1,0,1,0.0002938,0.0002938,0.0004,0.000345
1696,1,1,0,1,0.0002964,0.0002964,0.0004,0.000345
1700.4,1,1,0,1,0.000299,0.000299,0.0004,0.000345
1704.8,1,1,0,1,0.0003016,0.0003016,0.0004,0.000345
1709.2,1,1,0,1,0.0003042,0.0003042,0.0004,0.000345
1713.5,1,1,0,1,0.0003068,0.0003068,0.0004,0.000345
1717.7,1,1,0,1,0.0003094,0.0003094,0.0004,0.000345
1721.9,1,1,0,1,0.000312,0.000312,0.0004,0.000345
1726.1,1,1,0,1,0.0003146,0.0003146,0.0004,0.000345
1730.1,1,1,0,1,0.0003172,0.0003172,0.0004,0.000345
1734.2,1,1,0,1,0.0003198,0.0003198,0.0004,0.000345
1738.2,1,1,0,1,0.0003224,0.0003224,0.0004,0.000345
1742.2,1,1,0,1,0.000325,0.000325,0.0004,0.000345
1746.1,1,1,0,1,0.0003276,0.0003276,0.0004,0.000345
1750,1,1,0,1,0.0003302,0.0003302,0.0004,0.000345
1753.9,1,1,0,1,0.0003328,0.0003328,0.0004,0.000345
1757.8,1,1,0,1,0.0003354,0.0003354,0.0004,0.000345
1761.6,1,1,0,1,0.000338,0.000338,0.0004,0.000345
1765.5,1,1,0,1,0.0003406,0.0003406,0.0004,0.000345
1769.4,1,1,0,1,0.0003432,0.0003432,0.0004,0.000345
