"temp","mpPhase","mpLiqPhase","vtkGhostType","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
545.22,0,0,0,1,0,0,0.0004,0.000345
545.22,0,0,0,1,2.6e-06,2.6e-06,0.0004,0.000345
545.32,0,0,0,1,5.2e-06,5.2e-06,0.0004,0.000345
546.57,0,0,0,1,7.8e-06,7.8e-06,0.0004,0.000345
547.82,0,0,0,1,1.04e-05,1.04e-05,0.0004,0.000345
549.07,0,0,0,1,1.3e-05,1.3e-05,0.0004,0.000345
550.61,0,0,0,1,1.56e-05,1.56e-05,0.0004,0.000345
553.1,0,0,0,1,1.82e-05,1.82e-05,0.0004,0.000345
555.58,0,0,0,1,2.08e-05,2.08e-05,0.0004,0.000345
558.07,0,0,0,1,2.34e-05,2.34e-05,0.0004,0.000345
561.02,0,0,0,1,2.6e-05,2.6e-05,0.0004,0.000345
564.72,0,0,0,1,2.86e-05,2.86e-05,0.0004,0.000345
568.42,0,0,0,1,3.12e-05,3.12e-05,0.0004,0.000345
572.12,0,0,0,1,3.38e-05,3.38e-05,0.0004,0.000345
576.45,0,0,0,1,3.64e-05,3.64e-05,0.0004,0.000345
581.33,0,0,0,1,3.9e-05,3.9e-05,0.0004,0.000345
586.21,0,0,0,1,4.16e-05,4.16e-05,0.0004,0.000345
591.09,0,0,0,1,4.42e-05,4.42e-05,0.0004,0.000345
596.76,0,0,0,1,4.68e-05,4.68e-05,0.0004,0.000345
602.78,0,0,0,1,4.94e-05,4.94e-05,0.0004,0.000345
608.8,0,0,0,1,5.2e-05,5.2e-05,0.0004,0.000345
614.82,0,0,0,1,5.46e-05,5.46e-05,0.0004,0.000345
621.76,0,0,0,1,5.72e-05,5.72e-05,0.0004,0.000345
628.86,0,0,0,1,5.98e-05,5.98e-05,0.0004,0.000345
635.97,0,0,0,1,6.24e-05,6.24e-05,0.0004,0.000345
643.07,0,0,0,1,6.5e-05,6.5e-05,0.0004,0.000345
651.2,0,0,0,1,6.76e-05,6.76e-05,0.0004,0.000345
659.33,0,0,0,1,7.02e-05,7.02e-05,0.0004,0.000345
667.45,0,0,0,1,7.28e-05,7.28e-05,0.0004,0.000345
675.72,0,0,0,1,7.54e-05,7.54e-05,0.0004,0.000345
684.79,0,0,0,1,7.8e-05,7.8e-05,0.0004,0.000345
693.86,0,0,0,1,8.06e-05,8.06e-05,0.0004,0.000345
702.93,0,0,0,1,8.32e-05,8.32e-05,0.0004,0.000345
712.26,0,0,0,1,8.58e-05,8.58e-05,0.0004,0.000345
722.18,0,0,0,1,8.84e-05,8.84e-05,0.0004,0.000345
732.1,0,0,0,1,9.1e-05,9.1e-05,0.0004,0.000345
742.02,0,0,0,1,9.36e-05,9.36e-05,0.0004,0.000345
752.29,0,0,0,1,9.62e-05,9.62e-05,0.0004,0.000345
762.97,0,0,0,1,9.88e-05,9.88e-05,0.0004,0.000345
773.64,0,0,0,1,0.0001014,0.0001014,0.0004,0.000345
784.31,0,0,0,1,0.000104,0.000104,0.0004,0.000345
795.38,0,0,0,1,0.0001066,0.0001066,0.0004,0.000345
806.7,0,0,0,1,0.0001092,0.0001092,0.0004,0.000345
818.01,0,0,0,1,0.0001118,0.0001118,0.0004,0.000345
829.33,0,0,0,1,0.0001144,0.0001144,0.0004,0.000345
841.04,0,0,0,1,0.000117,0.000117,0.0004,0.000345
852.88,0,0,0,1,0.0001196,0.0001196,0.0004,0.000345
864.72,0,0,0,1,0.0001222,0.0001222,0.0004,0.000345
876.55,0,0,0,1,0.0001248,0.0001248,0.0004,0.000345
888.75,0.24,0,0,1,0.0001274,0.0001274,0.0004,0.000345
